jam,cuaca,suhu_C,kelembapan_RH_pct,heat_index_C,terasa_seperti_C,dew_point_C,tekanan_udara_hpa,peluang_hujan_pct,curah_hujan_p50_mm,curah_hujan_p90_mm,angin_kmh,hembusan_angin_p90_kmh,arah_angin_derajat,tutupan_awan_pct,jarak_pandang_p10_m,indeks_uv,risiko_hujan,saran
10:00,Cerah,27.2,48.0,27.29,31.5,16.0,1016.2,0.5,0.0,0.0,6.2,23.0,111.0,41.0,24140.0,6.0,low,"Window relatif baik untuk aktivitas luar ruang, tetapi tetap cek update menjelang siang."
11:00,Cerah,30.0,40.0,30.0,34.1,15.3,1015.0,0.5,0.0,0.0,6.6,24.5,98.0,19.0,24140.0,7.2,low,"Window relatif baik untuk aktivitas luar ruang, tetapi tetap cek update menjelang siang."
12:00,Cerah,30.6,37.0,30.6,35.8,14.6,1013.5,4.0,0.0,0.0,6.5,27.0,85.0,46.0,24140.0,8.2,low,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
13:00,Cerah,31.6,36.0,31.6,35.8,14.2,1012.3,6.0,0.0,0.0,8.2,28.8,66.0,46.0,24140.0,7.4,low,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
14:00,Berawan,32.3,35.0,32.3,34.7,13.8,1011.5,7.7,0.0,0.0,10.0,29.5,53.0,54.0,24140.0,6.7,low,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
15:00,Berawan,31.9,35.0,31.9,33.3,13.7,1011.0,9.0,0.0,0.0,10.0,29.2,39.0,67.0,24140.0,5.3,low,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
16:00,Cerah Berawan,30.4,36.0,30.4,31.6,14.1,1011.1,10.6,0.0,0.0,10.6,29.9,33.0,72.0,24140.0,3.0,low,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
17:00,Cerah Berawan,28.5,40.0,28.5,29.9,15.3,1011.8,7.5,0.0,0.0,10.8,28.1,42.0,66.0,24140.0,1.6,low,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
18:00,Cerah Berawan,25.9,57.0,25.9,27.8,16.7,1013.0,2.7,0.0,0.0,9.5,24.5,62.0,55.0,24140.0,0.2,low,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
19:00,Cerah Berawan,24.7,65.0,24.7,26.3,17.6,1014.3,1.5,0.0,0.0,8.9,26.3,76.0,55.0,23560.0,0.0,low,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
20:00,Cerah,23.5,73.7,23.5,25.4,18.1,1015.2,3.0,0.0,0.0,7.9,25.6,138.0,25.0,20700.0,0.0,low,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
21:00,Cerah,22.3,80.1,22.3,24.5,18.6,1016.0,0.5,0.0,0.0,5.8,23.4,151.0,14.0,12580.0,0.0,low,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
22:00,Cerah,21.3,86.0,21.3,24.0,18.8,1016.4,0.0,0.0,0.0,4.3,20.5,156.0,14.0,3860.0,0.0,low,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
23:00,Cerah Berawan,20.4,86.0,20.4,23.3,18.6,1016.3,0.5,0.0,0.0,4.4,15.8,157.0,20.0,3120.0,0.0,low,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
