jam,cuaca,suhu_C,kelembapan_RH_pct,heat_index_C,terasa_seperti_C,dew_point_C,tekanan_udara_hpa,peluang_hujan_pct,curah_hujan_p50_mm,curah_hujan_p90_mm,angin_kmh,hembusan_angin_p90_kmh,arah_angin_derajat,tutupan_awan_pct,jarak_pandang_p10_m,indeks_uv,risiko_hujan,saran
14:00,Hujan Ringan,28.3,58.0,29.66,33.0,18.7,1010.3,51.9,0.1,1.4,7.1,28.4,230.0,77.0,8980.0,1.2,medium,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
15:00,Hujan Ringan,27.4,58.9,28.51,31.8,19.3,1010.1,53.2,0.1,1.4,8.7,29.9,276.0,85.0,13400.0,1.1,medium,"Bawa payung/jas hujan dan gunakan interpretasi konservatif, terutama jika keluar setelah siang."
16:00,Hujan Ringan,25.6,71.0,25.6,30.5,19.4,1010.3,64.8,0.1,1.4,7.4,29.9,272.0,81.0,17820.0,0.6,medium,"Bawa payung/jas hujan dan gunakan interpretasi konservatif, terutama jika keluar setelah siang."
17:00,Hujan Ringan,25.7,77.0,25.7,29.9,19.8,1010.9,63.5,0.1,2.5,5.6,31.7,264.0,80.0,18540.0,0.7,medium,"Bawa payung/jas hujan dan gunakan interpretasi konservatif, terutama jika keluar setelah siang."
18:00,Hujan Ringan,24.5,78.9,24.5,29.1,20.4,1011.8,54.0,0.1,2.5,4.0,32.8,258.0,53.0,19280.0,0.1,medium,"Bawa payung/jas hujan dan gunakan interpretasi konservatif, terutama jika keluar setelah siang."
19:00,Hujan Ringan,24.0,81.0,24.0,28.4,20.8,1012.8,50.4,0.1,2.5,3.24,32.8,242.0,71.0,20000.0,0.0,medium,"Bawa payung/jas hujan dan gunakan interpretasi konservatif, terutama jika keluar setelah siang."
20:00,Cerah Berawan,23.5,86.0,23.5,28.0,20.9,1013.7,29.5,0.0,2.4,2.6,30.2,191.0,90.0,19640.0,0.0,medium,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
21:00,Berawan,22.8,86.0,22.8,27.8,20.8,1014.5,22.4,0.0,2.4,2.1,26.3,137.0,97.0,12540.0,0.0,medium,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
22:00,Berawan,22.6,84.0,22.6,27.3,20.6,1014.9,16.2,0.0,2.4,2.4,22.3,155.0,100.0,3820.0,0.0,low,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
23:00,Berawan,22.3,84.0,22.3,26.8,20.4,1014.8,13.3,0.0,1.4,2.0,18.4,155.0,99.0,4060.0,0.0,low,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.
